year,period_type,is_partial_year,geo_scope,sector,breakdown_type,breakdown_value,state,industry,country,location,projects,employment,domestic_rm_million,foreign_rm_million,total_rm_million,data_grain,source_file,source_sheet
2021,year,False,kedah_only,unknown,state,Pulau Pinang,Pulau Pinang,,,,,12024,1784.566814,74439.116721,76223.683535,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Rubber Products,Rubber Products,,,,,413,117.417189,1.7000000000000028,119.117189,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Sabah,Sabah,,,,,1391,481.952913,4379.46822,4861.421133,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Sarawak,Sarawak,,,,,2235,49.88779,5618.044649,5667.932439,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Scientific & Measuring Equipment,Scientific & Measuring Equipment,,,,,278,0.0,1947.0,1947.0,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,Selangor,Selangor,,,,,14393,6052.770679,1458.2731880000001,7511.043867,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,Singapore,Singapore,,,,,3679,,43842.0,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Sungai Lalang (MIEL) IE,Sungai Lalang (MIEL) IE,,,,,0,6.94,0.0,6.94,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Sungai Petani,Sungai Petani,,,,,153,13.875405,81.616504,95.491909,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Sungai Petani IE,Sungai Petani IE,,,,,164,30.591389999999997,30.416767,61.008157,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Taipei,Taipei,,,,,31,,8.06,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Taman Makmur IE,Taman Makmur IE,,,,,48,17.046018,0.0,17.046018,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Location
2021,year,False,kedah_only,unknown,state,Terengganu,Terengganu,,,,,3701,84.011394,3747.419311,3831.430705,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,The People’s Republic of China,The People’s Republic of China,,,,,92,,16.3,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,Transport Equipment,Transport Equipment,,,,,129,20.849435,0.0,20.849435,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Industry
2021,year,False,kedah_only,unknown,state,USA,USA,,,,,78,,5.2,,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by Country
2021,year,False,kedah_only,unknown,state,W.P. Kuala Lumpur,W.P. Kuala Lumpur,,,,,756,274.063125,4.2976170000000025,278.360742,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2021,year,False,kedah_only,unknown,state,W.P. Labuan,W.P. Labuan,,,,,83,36.196126,7.403874000000002,43.6,annual_state,"Project Approved In Kedah by State, Location, Industry & Country, For The Year 2021 (4).xlsx",Table by State
2023,year,False,kedah_only,manufacturing,country,France,Kedah,,France,,,239,,197148000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,France,Kedah,,France,,,32,,7257846.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,France,Kedah,,France,,,0,,1472013.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Germany,Kedah,,Germany,,,751,,1255313817.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,100,,77153003.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,79,,35000000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,80,,21520000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,75,,16865886.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,50,,16639719.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,31,,15450000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,"Hong Kong SAR, China",Kedah,,"Hong Kong SAR, China",,,75,,11605000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,India,Kedah,,India,,,25,,5964539.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,India,Kedah,,India,,,0,,0.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Japan,Kedah,,Japan,,,880,,6454039000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Japan,Kedah,,Japan,,,180,,912800000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Japan,Kedah,,Japan,,,15,,14823035.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Singapore,Kedah,,Singapore,,,75,,291048165.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Singapore,Kedah,,Singapore,,,271,,122873500.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Singapore,Kedah,,Singapore,,,80,,26628000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Singapore,Kedah,,Singapore,,,0,,0.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Singapore,Kedah,,Singapore,,,0,,0.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Taipei,Kedah,,Taipei,,,49,,6539459.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,Taipei,Kedah,,Taipei,,,23,,6450000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The Netherlands,Kedah,,The Netherlands,,,290,,61281132.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,643,,4164906000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,0,,518000000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,79,,35000000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,32,,29031375.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,0,,0.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,USA,Kedah,,USA,,,1349,,7447800000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,USA,Kedah,,USA,,,697,,1328000000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,USA,Kedah,,USA,,,1896,,950528000.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,manufacturing,country,United Arab Emirates,Kedah,,United Arab Emirates,,,148,,19010070.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Manufacturing)
2023,year,False,kedah_only,services,country,Australia,Kedah,,Australia,,,0,,407284.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Services))
2023,year,False,kedah_only,services,country,Germany,Kedah,,Germany,,,0,,22730816.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Services))
2023,year,False,kedah_only,services,country,Thailand,Kedah,,Thailand,,,0,,486598.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Services))
2023,year,False,kedah_only,services,country,The People’s Republic of China,Kedah,,The People’s Republic of China,,,0,,523737.0,,annual_country,Approved Investment In Kedah 2023 (4).xlsx,By Country (Services))
2025,year,False,kedah_only,unknown,industry,Electrical & Electronics,Kedah,Electrical & Electronics,,,,738,29333000.0,695694862.0,725027862.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Fabricated Metal Products,Kedah,Fabricated Metal Products,,,,80,11910636.5,29992341.8,41902978.3,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Food Manufacturing,Kedah,Food Manufacturing,,,,215,41807863.33,0.0,41807863.33,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Machinery & Equipment,Kedah,Machinery & Equipment,,,,69,36215000.0,0.0,36215000.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Manufacturing,Kedah,Manufacturing,,,,2502,145574837.82999998,3919696203.8,4065271041.63,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,"Paper, Printing & Publishing",Kedah,"Paper, Printing & Publishing",,,,124,0.0,47300000.0,47300000.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Plastic Products,Kedah,Plastic Products,,,,900,0.0,2562888000.0,2562888000.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Services,Kedah,Services,,,,19,203528509.6882,95865010.1318,299393519.82,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Support Services,Kedah,Support Services,,,,19,203528509.6882,95865010.1318,299393519.82,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Textiles & Textile Products,Kedah,Textiles & Textile Products,,,,30,5438338.0,0.0,5438338.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,industry,Transport Equipment,Kedah,Transport Equipment,,,,346,20870000.0,583821000.0,604691000.0,annual_industry,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Industry
2025,year,False,kedah_only,unknown,location,Alor Star,Kedah,,,Alor Star,,14,8239600.0,0.0,8239600.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Bakar Arang IE,Kedah,,,Bakar Arang IE,,82,29333000.0,17600000.0,46933000.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Gurun,Kedah,,,Gurun,,163,128458056.92819999,95865010.1318,224323067.06,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Gurun IE,Kedah,,,Gurun IE,,0,0.0,0.0,0.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Kuala Ketil,Kedah,,,Kuala Ketil,,5,101092467.0,0.0,101092467.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Kulim,Kedah,,,Kulim,,1232,13000000.0,3146709000.0,3159709000.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Kulim High Tech Ind. Park,Kedah,,,Kulim High Tech Ind. Park,,516,0.0,190166900.0,190166900.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Lunas,Kedah,,,Lunas,,65,0.0,16500000.0,16500000.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Mergong II IE,Kedah,,,Mergong II IE,,66,13127674.09,0.0,13127674.09,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Other Areas,Kedah,,,Other Areas,,0,310000.0,0.0,310000.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Padang Meha IE,Kedah,,,Padang Meha IE,,140,0.0,487927962.0,487927962.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Pendang,Kedah,,,Pendang,,0,1978575.0,0.0,1978575.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Sungai Lalang (MIEL) IE,Kedah,,,Sungai Lalang (MIEL) IE,,28,8958114.0,0.0,8958114.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Sungai Petani,Kedah,,,Sungai Petani,,51,33039318.2,13492341.8,46531660.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Taman Makmur IE,Kedah,,,Taman Makmur IE,,30,5438338.0,0.0,5438338.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Taman Ria Jaya Light IE,Kedah,,,Taman Ria Jaya Light IE,,5,6128204.3,0.0,6128204.3,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,location,Tikam Batu IE,Kedah,,,Tikam Batu IE,,124,0.0,47300000.0,47300000.0,annual_location,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",Location
2025,year,False,kedah_only,unknown,state,Johor,Johor,,,,,3744,13839955230.074347,6894923000.375651,20734878230.44999,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Kedah,Kedah,,,,,2521,349103347.5182,4015561213.9318004,4364664561.45,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Kelantan,Kelantan,,,,,82,170885276.0,0.0,170885276.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Melaka,Melaka,,,,,549,334018208.07,16920313.130000003,350938521.2,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Negeri Sembilan,Negeri Sembilan,,,,,566,441944544.26,2276380118.0,2718324662.26,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Pahang,Pahang,,,,,247,36405517.91000002,355753274.4,392158792.3099999,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Perak,Perak,,,,,4339,3022873076.9599996,518945504.5400001,3541818581.4999995,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Pulau Pinang,Pulau Pinang,,,,,6542,1345166074.4694,4460775007.8006,5805941082.27,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Sabah,Sabah,,,,,323,158836730.12,12354093.88,171190824.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Sarawak,Sarawak,,,,,265,190656979.0,0.0,190656979.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Selangor,Selangor,,,,,7756,1134400235.932333,3888734087.181,5023134323.113333,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Terengganu,Terengganu,,,,,1995,230927520.0,5762428500.0,5993356020.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Wilayah Persekutuan Kuala Lumpur,Wilayah Persekutuan Kuala Lumpur,,,,,50,6842121.0,13021501.09,19863622.090000004,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Wilayah Persekutuan Labuan,Wilayah Persekutuan Labuan,,,,,181,27123637.0,0.0,27123637.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
2025,year,False,kedah_only,unknown,state,Wilayah Persekutuan Putrajaya,Wilayah Persekutuan Putrajaya,,,,,0,550000.0,0.0,550000.0,annual_state,"(KEDAH) APPROVED  PROJECTS UNDER MIDA's PURVIEW, APRIL-JUNE 2025.xlsx",State
