No,Company Name,Location,Employment,Domestic Investment (RM -Million),Foreign Investment (RM-Million),Total Capital Investment(RM-Million),year,period_type,is_partial_year,source_file,source_sheet,Unnamed: 0,Obs,Name,Total Employment,Domestic Investment (RM Mil),Foreign Investment (RM Mil),Total Capital Investment (RM Mil),Country 1,%,Country 2,%.1,Ultimate Country,Product,Domestic Investment (RM),Foreign Investment (RM),Total Capital Investment (RM),Location (Activity),Activity,No (Projects),Name of Company,Local Employment,Foreign Employment,Total Investment (RM),Sector
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,14.0,MDC Precast Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,15.0,MDC Precast Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,16.0,Keluarga Kreatif Jati Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,17.0,Richter Rubber Technology Sdn. Bhd.,,,,,Germany,68.5,Mexico,31.5,,,,,,Kuala Ketil,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,18.0,C-Mart (Changlun) Sdn. Bhd.,,,,,,,,,,,,,,Other Areas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,19.0,Yongta Steel Industries Sdn. Bhd.,,,,,,,,,,,,,,Taman Ria Jaya Light IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,20.0,Lee Motors SP (Car-Div) Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,21.0,Kilang Beras Bukit Pinang Sendirian Berhad,,,,,,,,,,,,,,Gurun,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,22.0,Econsave Cash & Carry (BPJ) Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,23.0,Kilang Beras Othman Jusoh Bersaudara (M) Sdn. Bhd.,,,,,,,,,,,,,,Jitra,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,24.0,Respack Manufacturing Sdn. Bhd.,,,,,Australia,40.0,,,,,,,,Bakar Arang IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,25.0,Respack Manufacturing Sdn. Bhd.,,,,,Australia,40.0,,,,,,,,Bakar Arang IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,26.0,Unicolour Polymer Technology Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,27.0,Southern Cable Sdn. Bhd.,,,,,,,,,,,,,,Kuala Ketil,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,28.0,Southern Cable Sdn. Bhd.,,,,,,,,,,,,,,Kuala Ketil,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,29.0,Southern Cable Sdn. Bhd.,,,,,,,,,,,,,,Kuala Ketil,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,30.0,Lita Finemesh Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,31.0,NP Leakless (M) Sdn. Bhd.,,,,,Japan,40.0,,,,,,,,Mergong Barrage IE,Renewable energy solar (own consumption/use),,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,34.0,Syarikat Thong Guan Trading Sdn. Bhd.,,,,,,,,,,,,,,Bedong,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,33.0,Oxford Bond Sdn. Bhd.,,,,,Singapore,16.0,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,34.0,Econsave Cash & Carry (PS) Sdn. Bhd.,,,,,,,,,,,,,,Pokok Sena,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,35.0,Sinweng Weei Furniture Sdn. Bhd.,,,,,,,,,,,,,,Kepala Batas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,36.0,Econsave Cash & Carry (TPJ) Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,37.0,2K Petrol Station Sdn. Bhd.,,,,,,,,,,,,,,Kuala Ketil,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,38.0,Classy Glory Furniture Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,39.0,Umax Plastic Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Lalang (MIEL) IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,40.0,Kyodo Steel Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,41.0,Mercu Usaha Mesra Corporation Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,42.0,Super Plastic Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,43.0,Amindo Packaging Industries Sdn. Bhd.,,,,,Taipei,100.0,,,,,,,,Kulim,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,44.0,GHT Engineering Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,45.0,Sri Nerang Sdn. Bhd.,,,,,,,,,,,,,,Kuala Nerang,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,46.0,Petrola Trading (Bedong) Sdn. Bhd.,,,,,,,,,,,,,,Bedong,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,47.0,Ayam Mega Sdn. Bhd.,,,,,,,,,,,,,,Kulim,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,48.0,Ayam Mega Sdn. Bhd.,,,,,,,,,,,,,,Kulim,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,49.0,Ayam Mega Sdn. Bhd.,,,,,,,,,,,,,,Kulim,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,50.0,Enhance Power Synergy Sdn. Bhd.,,,,,,,,,,,,,,Kulim,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,51.0,Indah Utara Auto Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,52.0,Suree Food Industries Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,53.0,EEL Plumbing & Trading Sdn. Bhd.,,,,,,,,,,,,,,Langkawi,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,54.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Lunas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,55.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,56.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,57.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Other Areas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,58.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Alor Star,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,59.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Padang Serai,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,60.0,Pen Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Baling,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,61.0,Precise Harvest Sdn. Bhd.,,,,,,,,,,,,,,Lunas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,62.0,Precise Harvest Sdn. Bhd.,,,,,,,,,,,,,,Lunas,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,63.0,Teoh Chin Hin Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,64.0,Intan Petroleum Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,65.0,Akademi Bintara Sdn. Bhd.,,,,,,,,,,,,,,Sik,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,66.0,Shijiru Sdn. Bhd.,,,,,,,,,,,,,,Sungai Petani IE,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,67.0,Konsortium Villamaju Sdn. Bhd.,,,,,,,,,,,,,,Pokok Sena,Renewable energy (own consumption/use) using solar,,,,,,
,,,,,,,2021,year,False,Project Listing In Kedah 2021 (4).xlsx,Services Listing,,68.0,Damai Hikmat Sdn. Bhd.,,,,,,,,,,,,,,Kulim,Renewable Energy Solar - Own consumption,,,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,9627.0,,,,,,,,,,2775275621.0,24050147559.0,,,,1,INTEL TECHNOLOGY SDN BHD,8384.0,1243.0,26825423180.0,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,2,CKD Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,3,EVE Energy Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,4,LAM RESEARCH INTERNATIONAL SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,5,SILTERRA MALAYSIA SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,6,SCHOTT GLASS (M) SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,7,RPD MFG Connectivity Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,8,Fuji Electric (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,9,PETRONAS Chemicals Fertiliser Kedah Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,10,Celestica Platform and Cloud Solutions Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,11,TG PLASTIC TECHNOLOGIES SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,12,STELLANTIS GURUN (MALAYSIA) SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,13,BCM Electronics Corporation Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,14,TG PLASTIC TECHNOLOGIES SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,15,Tongda Smart Tech (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,16,Yetta Steel Industries Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,17,Alliance Contract Manufacturing Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,18,Yuto Packaging Technology Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,19,Xin Sheng Environmental (M) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,20,The Laryngeal Mask Company (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,21,TG PLASTIC TECHNOLOGIES SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,22,SIME DARBY AUTO ENGINEERING SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,23,ALTRA PRECISION SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,24,Eolane Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,25,TGW PLASTIC PACKAGING SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,26,Igloo Ice Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,27,Alphaess Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,28,JP Signature International Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,29,Lopie Paper (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,30,HOTPACK PACKAGING INDUSTRIES SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,31,Feytech Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,32,Hong Seng Assembly Sdn Bhd,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,33,VOLTRON MALAYSIA SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,34,Fusungta Technologies Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,35,DKLS Quarry & Premix (North) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,36,Kingdom Precision Metal (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,37,Gano Excel Industries Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,38,Sime Darby Auto Interior Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,39,Shinx Malaysia Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,40,DENIM CODE SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,41,Sime Darby Auto Engineering Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,42,MJC Precision (M) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,43,CARRIMAD INDUSTRIES SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,44,Bersatu Food Industries Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,45,Perusahaan Sindi Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,46,RADIUS QUALITY SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,47,Optimus Wood And General Trade Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,48,Sime Darby Auto Module Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,49,HS ASSEMBLY SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,50,ICHEN INDUSTRIES SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,51,SM BIOMED SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,52,DKLS Quarry & Premix (North) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,53,Silcotech Industry Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,54,ICT PRECISION ENGINEERING SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,55,DKLS Quarry & Premix (North) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,56,Lead Engineering Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,57,Hicom HBPO SDN BHD,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,58,JIN BIN (MALAYSIA) PHARMACEUTICAL GROUP SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,59,Lead Engineering Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,60,Tongda Smart Tech (Malaysia) Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,61,SM Pharmaceuticals Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,62,Yanfeng Malaysia Automotive Interior Systems Sdn. Bhd.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,63,SUPPORTIVE TECHNOLOGY SDN. BHD.,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Mfg,,,,,,,,,,,,,,,,,,,Total,,,,,
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,39.0,,,,,,,,,,344470134.0,24148435.0,,,,1,TNB Bukit Selambau Solar Dua Sdn. Bhd.,39.0,0.0,368618568.0,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,2,GT2 Healthcare Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,3,Munzing Malaysia Sdn. Bhd.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,4,RESPACK POLYFILM SDN. BHD.,,,,Support Services
,,,,,,,2023,year,False,"List of Companies Manufacturing & Service Sector, For 2023 (Invest Kedah) (6).xlsx",List Services,,,,,,,,,,,,,,,,,,,5,C-Mart 7 Sdn. Bhd.,,,,Support Services
